,participant,list,trial_order_participant,counterbalance,pair_order_id,prime_word_id,target_word_id,target_condition,prime,target,flag_40,all_prime_target_flags,bin_num,16,17,20,21,24,25,28,29,30
8,10,2,27,1,577,53,1153,RVF-CAT-UNREL,DRIVER,MOLE,no,"['0', '0', '0', '0', '0', '0']",282,-4.74,-5.09,-2.68,-4.58,1.01,-5.31,2.23,-1.16,1.29
9,11,2,283,3,833,565,1665,LVF-CAT-UNREL,GRIP,DESPISE,no,"['0', '0', '0', '0', '0', '0']",282,3.53,5.65,5.35,6.99,-1.51,3.93,-0.9,2.49,-2.75
10,12,3,291,3,1391,582,1682,RVF-CAT-UNREL,STUMP,VISITOR,no,"['0', '0', '0', '0', '0', '0']",282,3.29,7.15,6.67,2.74,2.1,1.89,2,2.16,0.45
11,13,2,27,1,577,53,1153,RVF-CAT-UNREL,DRIVER,MOLE,no,"['0', '0', '0', '0', '0', '0']",282,1.97,-5.32,-1.81,7.39,7.67,-3.87,14.42,12.71,23.04
12,14,1,115,2,115,229,1329,RVF-CAT-UNREL,SUSPECT,QUICKEN,no,"['0', '0', '0', '0', '0', '0']",282,-0.28,-0.8,1.99,-2.88,-3.79,-5.09,-8.57,-5.46,-6.08
13,15,1,115,2,115,229,1329,RVF-CAT-UNREL,SUSPECT,QUICKEN,no,"['0', '0', '0', '0', '0', '0']",282,17.22,18.91,21.18,21.42,13.79,17.84,15.22,16.7,13.67
14,16,2,32,1,582,63,1163,RVF-CAT-UNREL,REFUSE,MUSICIAN,no,"['0', '0', '0', '0', '0', '0']",282,14.64,21.9,17.32,22.41,11.94,20.9,19.31,23.56,13.95
15,17,2,27,1,577,53,1153,RVF-CAT-UNREL,DRIVER,MOLE,no,"['0', '0', '0', '0', '0', '0']",282,0,0,0,0,0,0,0,0,0
16,18,3,89,1,1189,178,1278,RVF-CAT-UNREL,BOSS,SHEPHERD,no,"['0', '0', '0', '0', '0', '0']",282,0,0,0,0,0,0,0,0,0
17,19,3,89,1,1189,178,1278,RVF-CAT-UNREL,BOSS,SHEPHERD,no,"['0', '0', '0', '0', '0', '0']",282,12.6,20.75,18.66,12.14,5.48,19.39,7.8,12.09,8.66
18,20,1,115,2,115,229,1329,RVF-CAT-UNREL,SUSPECT,QUICKEN,no,"['0', '0', '0', '0', '0', '0']",282,5.48,4.7,2.84,6.01,6.69,5.94,9.99,7.21,8.82
19,21,4,90,1,1740,180,1280,RVF-CAT-UNREL,DRIVER,MOLE,no,"['0', '0', '0', '0', '0', '0']",282,5.99,0.61,5.68,7.38,5.36,0.31,6,1.99,5.06
20,22,4,90,1,1740,180,1280,RVF-CAT-UNREL,DRIVER,MOLE,no,"['0', '0', '0', '0', '0', '0']",282,0,0,0,0,0,0,0,0,0
21,23,1,115,2,115,229,1329,RVF-CAT-UNREL,SUSPECT,QUICKEN,no,"['0', '0', '0', '0', '0', '0']",282,-8.06,-3.78,-4.44,-9.87,-11.26,-3.52,-16.51,-13.99,-12.64
22,24,4,118,2,1768,236,1336,RVF-CAT-UNREL,RIDICULE,VICTIM,no,"['0', '0', '0', '0', '0', '0']",282,11.46,11.76,13.01,13.44,14.45,14.23,15.36,17.55,15.12
0,1,1,141,2,141,281,1381,RVF-CAT-UNREL,SUDS,LIBRARY,no,"['0', '0', '0', '0', '0', '0']",283,4.7,5.29,5.32,6.56,1.7,4.74,6.12,8.72,7.67
1,2,3,97,1,1197,194,1294,RVF-CAT-UNREL,MASS,SQUIRT,no,"['0', '0', '0', '0', '0', '0']",283,1.2,-2.11,-6.15,0.84,-0.17,-2.15,-3.96,-0.5,-8.89
2,3,1,388,4,388,775,1875,RVF-CAT-UNREL,NEWS,RIDE,no,"['0', '0', '0', '0', '0', '0']",283,0,0,0,0,0,0,0,0,0
3,4,2,32,1,582,63,1163,RVF-CAT-UNREL,REFUSE,MUSICIAN,no,"['0', '0', '0', '0', '0', '0']",283,8.3,11.34,9.28,6.44,4.47,8.59,5.78,5.36,-0.04
4,5,2,32,1,582,63,1163,RVF-CAT-UNREL,REFUSE,MUSICIAN,no,"['0', '0', '0', '0', '0', '0']",283,-1.56,0.34,4.6,3.1,0.86,10.44,3.3,5.27,10.67
5,6,4,169,2,1819,338,1438,RVF-CAT-UNREL,ACHE,HYMN,no,"['0', '0', '0', '0', '0', '0']",283,-4.21,-4.14,-6.02,-0.47,0.44,0.46,8.08,7.97,10.3
6,8,4,223,3,1873,446,1546,RVF-CAT-UNREL,BIT,FIGURE,no,"['0', '0', '0', '0', '0', '0']",283,0,0,0,0,0,0,0,0,0
7,9,3,97,1,1197,194,1294,RVF-CAT-UNREL,MASS,SQUIRT,no,"['0', '0', '0', '0', '0', '0']",283,0,0,0,0,0,0,0,0,0
8,10,2,32,1,582,63,1163,RVF-CAT-UNREL,REFUSE,MUSICIAN,no,"['0', '0', '0', '0', '0', '0']",283,-4.73,-12.94,-8.17,-5.14,1.8,-2.31,5.52,3.55,7.35
9,11,2,301,3,851,601,1701,LVF-CAT-UNREL,BUD,CALM,no,"['0', '0', '0', '0', '0', '0']",283,-15.24,-11,-15.99,-14.02,-13.55,-5.35,-11.56,-8.46,-5.71
10,12,3,339,4,1439,678,1778,RVF-CAT-UNREL,MOLECULE,COUNT,no,"['0', '0', '0', '0', '0', '0']",283,9.18,10.33,12.35,7.84,6.91,5.56,-7.08,4.59,-1.35
11,13,2,32,1,582,63,1163,RVF-CAT-UNREL,REFUSE,MUSICIAN,no,"['0', '0', '0', '0', '0', '0']",283,14.98,15.22,14.19,20.67,12.5,19.75,17.58,26.17,21.51
12,14,1,141,2,141,281,1381,RVF-CAT-UNREL,SUDS,LIBRARY,no,"['0', '0', '0', '0', '0', '0']",283,-2.46,-3.55,-2.8,-2.55,-0.18,-0.52,-0.25,-3.79,-0.28
13,15,1,141,2,141,281,1381,RVF-CAT-UNREL,SUDS,LIBRARY,no,"['0', '0', '0', '0', '0', '0']",283,-11.81,-15.09,-13.87,-7.84,-9.77,-9.05,-9.5,-2.41,5.31
14,16,2,88,1,638,175,1275,RVF-CAT-UNREL,RIDICULE,VICTIM,no,"['0', '0', '0', '0', '0', '0']",283,10.38,17.59,14.53,15.3,11.45,17.61,11.53,13.96,9.72
15,17,2,32,1,582,63,1163,RVF-CAT-UNREL,REFUSE,MUSICIAN,no,"['0', '0', '0', '0', '0', '0']",283,15.09,9.67,16.4,11.4,8.95,7.57,11.68,10.32,10.45
16,18,3,97,1,1197,194,1294,RVF-CAT-UNREL,MASS,SQUIRT,no,"['0', '0', '0', '0', '0', '0']",283,1.41,5.75,13.22,3.88,-3.94,4.09,-1.34,0.72,-3.8
17,19,3,97,1,1197,194,1294,RVF-CAT-UNREL,MASS,SQUIRT,no,"['0', '0', '0', '0', '0', '0']",283,12.57,10.29,6.96,10.88,2.58,3.96,4.45,6.56,1.27
18,20,1,141,2,141,281,1381,RVF-CAT-UNREL,SUDS,LIBRARY,no,"['0', '0', '0', '0', '0', '0']",283,-10.67,-3.41,-6.28,-5.25,-12.91,-0.31,-6.41,-1.38,-0.07
19,21,4,118,2,1768,236,1336,RVF-CAT-UNREL,RIDICULE,VICTIM,no,"['0', '0', '0', '0', '0', '0']",283,7.54,1.19,7.72,13.8,7.24,7.67,14.09,12.59,14.87
20,22,4,118,2,1768,236,1336,RVF-CAT-UNREL,RIDICULE,VICTIM,no,"['0', '0', '0', '0', '0', '0']",283,-5.13,-1.47,-0.26,-3.17,1.91,0.53,4.04,4.82,10.65
21,23,1,141,2,141,281,1381,RVF-CAT-UNREL,SUDS,LIBRARY,no,"['0', '0', '0', '0', '0', '0']",283,-5.82,-5.29,-6.62,-4.5,-7.2,-2.72,-2.42,0.27,6.52
22,24,4,131,2,1781,262,1362,RVF-CAT-UNREL,CAPE,RESIDUE,no,"['0', '0', '0', '0', '0', '0']",283,-4.15,-3.29,-6.37,-1.58,-3.19,1.02,0.39,4.12,3.92
0,1,1,161,2,161,321,1421,RVF-CAT-UNREL,PRESSURE,TAPE,no,"['0', '0', '0', '0', '0', '0']",284,-3.37,-4.42,-3.69,-4.85,-3.62,-5.02,-3.42,-1.81,0.99
1,2,3,120,2,1220,240,1340,RVF-CAT-UNREL,PRESSURE,TAPE,no,"['0', '0', '0', '0', '0', '0']",284,13.68,6.14,8.14,5.34,8.75,3.39,0.75,-1.08,-8.62
2,3,1,393,4,393,785,1885,RVF-CAT-UNREL,APPEAL,OFFICER,no,"['0', '0', '0', '0', '0', '0']",284,-1.48,3.68,2.34,5.24,0.25,4.73,3.87,8.82,4.1
3,4,2,88,1,638,175,1275,RVF-CAT-UNREL,RIDICULE,VICTIM,no,"['0', '0', '0', '0', '0', '0']",284,0,0,0,0,0,0,0,0,0
4,5,2,88,1,638,175,1275,RVF-CAT-UNREL,RIDICULE,VICTIM,no,"['0', '0', '0', '0', '0', '0']",284,6.95,8.66,2.94,7.76,6.64,0.29,10.81,5.96,7.18
5,6,4,194,2,1844,388,1488,RVF-CAT-UNREL,VOW,PERISH,no,"['0', '0', '0', '0', '0', '0']",284,-4.5,-1.67,-4.81,-1.57,-2.77,4.65,-0.33,-0.29,-4.24
6,8,4,251,3,1901,502,1602,RVF-CAT-UNREL,REWARD,WEIGHT,no,"['0', '0', '0', '0', '0', '0']",284,-7.83,-13.44,-13.13,-10.7,-5.99,-7.16,-8.97,-7.66,-6.22
7,9,3,120,2,1220,240,1340,RVF-CAT-UNREL,PRESSURE,TAPE,no,"['0', '0', '0', '0', '0', '0']",284,0,0,0,0,0,0,0,0,0
8,10,2,88,1,638,175,1275,RVF-CAT-UNREL,RIDICULE,VICTIM,no,"['0', '0', '0', '0', '0', '0']",284,2.51,2.52,2.4,5.78,3.27,2.49,7.96,7.75,9.3
9,11,2,327,3,877,653,1753,LVF-CAT-UNREL,BOSS,SHEPHERD,no,"['0', '0', '0', '0', '0', '0']",284,17.57,14.11,17.64,17.32,17.59,14.52,15.86,14.29,11.29
10,12,3,343,4,1443,686,1786,RVF-CAT-UNREL,VELOCITY,LARD,no,"['0', '0', '0', '0', '0', '0']",284,2.73,0.22,0.07,-1.21,-1.34,-0.8,-2.72,-2.23,-2.13
11,13,2,88,1,638,175,1275,RVF-CAT-UNREL,RIDICULE,VICTIM,no,"['0', '0', '0', '0', '0', '0']",284,-1.18,-7.8,-5.21,1.67,2.36,-1.91,6.65,9.3,7.17
12,14,1,161,2,161,321,1421,RVF-CAT-UNREL,PRESSURE,TAPE,no,"['0', '0', '0', '0', '0', '0']",284,4.98,3.13,9.07,-2.2,-2.87,-3.02,-7.68,-8.48,-12.35
13,15,1,161,2,161,321,1421,RVF-CAT-UNREL,PRESSURE,TAPE,no,"['0', '0', '0', '0', '0', '0']",284,15.61,9.99,15.64,16.38,13.56,7.01,13.54,11.11,10.01
14,16,2,128,2,678,255,1355,RVF-CAT-UNREL,ADORN,LUMBER,no,"['0', '0', '0', '0', '0', '0']",284,-11.92,-7.77,-10.92,-10.58,-11.01,-4.54,-10.3,-14.38,-5.02
15,17,2,88,1,638,175,1275,RVF-CAT-UNREL,RIDICULE,VICTIM,no,"['0', '0', '0', '0', '0', '0']",284,0,0,0,0,0,0,0,0,0
16,18,3,120,2,1220,240,1340,RVF-CAT-UNREL,PRESSURE,TAPE,no,"['0', '0', '0', '0', '0', '0']",284,0.16,6.78,6.48,3.48,-4.05,5.14,-1.42,0.09,-0.04
17,19,3,120,2,1220,240,1340,RVF-CAT-UNREL,PRESSURE,TAPE,no,"['0', '0', '0', '0', '0', '0']",284,3.89,5,6.62,5.59,7.81,-2.9,4.82,1.95,0.68
18,20,1,161,2,161,321,1421,RVF-CAT-UNREL,PRESSURE,TAPE,no,"['0', '0', '0', '0', '0', '0']",284,-3.64,-0.83,0.99,5.56,-1.49,-5.3,0.67,-2.23,-3.1
19,21,4,131,2,1781,262,1362,RVF-CAT-UNREL,CAPE,RESIDUE,no,"['0', '0', '0', '0', '0', '0']",284,0,0,0,0,0,0,0,0,0
20,22,4,131,2,1781,262,1362,RVF-CAT-UNREL,CAPE,RESIDUE,no,"['0', '0', '0', '0', '0', '0']",284,19.13,27.38,31.25,22.38,21.2,28.63,19.55,23.75,15.97
21,23,1,161,2,161,321,1421,RVF-CAT-UNREL,PRESSURE,TAPE,no,"['0', '0', '0', '0', '0', '0']",284,-10.12,-8.54,-11.08,-7.75,-6.26,-6.93,-5.36,-6.44,-5.48
22,24,4,169,2,1819,338,1438,RVF-CAT-UNREL,ACHE,HYMN,no,"['0', '0', '0', '0', '0', '0']",284,0,0,0,0,0,0,0,0,0
0,1,1,194,2,194,387,1487,RVF-CAT-UNREL,BUREAU,UNION,no,"['0', '0', '0', '0', '0', '0']",285,13.15,10.33,13.03,13,12.4,9.16,13.02,11.63,13.14
1,2,3,196,2,1296,392,1492,RVF-CAT-UNREL,INFERNO,DRAMA,no,"['0', '0', '0', '0', '0', '0']",285,2.02,4.29,5.24,7.44,-5.62,-1.91,-4.62,-3.14,-17.87
2,3,1,424,4,424,847,1947,RVF-CAT-UNREL,HEAL,FORE,no,"['0', '0', '0', '0', '0', '0']",285,-19,-10.13,-14.15,-9.49,-17.55,-4.84,-9.47,-1.64,0.58
3,4,2,128,2,678,255,1355,RVF-CAT-UNREL,ADORN,LUMBER,no,"['0', '0', '0', '0', '0', '0']",285,7.95,9.01,9,2.87,3.67,7.78,0.77,0.25,2.45
4,5,2,128,2,678,255,1355,RVF-CAT-UNREL,ADORN,LUMBER,no,"['0', '0', '0', '0', '0', '0']",285,0,0,0,0,0,0,0,0,0
5,6,4,208,2,1858,416,1516,RVF-CAT-UNREL,MARRY,SOIL,no,"['0', '0', '0', '0', '0', '0']",285,0,0,0,0,0,0,0,0,0
6,8,4,283,3,1933,566,1666,RVF-CAT-UNREL,FLOOD,PREY,no,"['0', '0', '0', '0', '0', '0']",285,0,0,0,0,0,0,0,0,0
7,9,3,196,2,1296,392,1492,RVF-CAT-UNREL,INFERNO,DRAMA,no,"['0', '0', '0', '0', '0', '0']",285,0,0,0,0,0,0,0,0,0
8,10,2,128,2,678,255,1355,RVF-CAT-UNREL,ADORN,LUMBER,no,"['0', '0', '0', '0', '0', '0']",285,3.61,3.37,1.95,-1.23,-0.6,-0.2,-6.95,-6.18,-8.7
9,11,2,362,4,912,723,1823,LVF-CAT-UNREL,MOLECULE,COUNT,no,"['0', '0', '0', '0', '0', '0']",285,-1.09,0.84,-1.82,-4.16,-5.43,0.97,-6.52,-5.39,-2.82
10,12,3,360,4,1460,720,1820,RVF-CAT-UNREL,GRIP,DESPISE,no,"['0', '0', '0', '0', '0', '0']",285,12.47,8.13,15.49,15.45,13.29,5.35,11.01,8.36,5.3
11,13,2,128,2,678,255,1355,RVF-CAT-UNREL,ADORN,LUMBER,no,"['0', '0', '0', '0', '0', '0']",285,1.83,-4.27,3.41,3.34,3.07,1.58,9.66,10.41,16.82
12,14,1,194,2,194,387,1487,RVF-CAT-UNREL,BUREAU,UNION,no,"['0', '0', '0', '0', '0', '0']",285,-12.69,-5.72,-12.48,-5.5,-10.38,1.42,-6.48,-1.57,4.49
13,15,1,194,2,194,387,1487,RVF-CAT-UNREL,BUREAU,UNION,no,"['0', '0', '0', '0', '0', '0']",285,20.22,16.1,22.79,23.25,15.06,14.85,18.2,19.09,14.59
14,16,2,139,2,689,277,1377,RVF-CAT-UNREL,MARRY,SOIL,no,"['0', '0', '0', '0', '0', '0']",285,0,0,0,0,0,0,0,0,0
15,17,2,128,2,678,255,1355,RVF-CAT-UNREL,ADORN,LUMBER,no,"['0', '0', '0', '0', '0', '0']",285,6.21,8.38,6.55,11.26,7.78,9.63,15.03,12.2,18.03
16,18,3,196,2,1296,392,1492,RVF-CAT-UNREL,INFERNO,DRAMA,no,"['0', '0', '0', '0', '0', '0']",285,-2.66,2.01,3.12,0.89,-6.42,-0.49,-3.61,0.57,-2.24
17,19,3,196,2,1296,392,1492,RVF-CAT-UNREL,INFERNO,DRAMA,no,"['0', '0', '0', '0', '0', '0']",285,27.61,24.86,20.72,25.86,22.03,22.24,24.7,26.22,24.21
18,20,1,194,2,194,387,1487,RVF-CAT-UNREL,BUREAU,UNION,no,"['0', '0', '0', '0', '0', '0']",285,13.3,8.86,11.07,9.16,8.92,9.69,10.03,10.33,11.82
19,21,4,169,2,1819,338,1438,RVF-CAT-UNREL,ACHE,HYMN,no,"['0', '0', '0', '0', '0', '0']",285,0,0,0,0,0,0,0,0,0
20,22,4,169,2,1819,338,1438,RVF-CAT-UNREL,ACHE,HYMN,no,"['0', '0', '0', '0', '0', '0']",285,12.63,20.71,23.31,15.62,8.92,14.9,9.87,15.77,10.68
21,23,1,194,2,194,387,1487,RVF-CAT-UNREL,BUREAU,UNION,no,"['0', '0', '0', '0', '0', '0']",285,-1.94,6.05,3.17,3.35,-6.31,5.91,-1.24,3.62,2.38
22,24,4,194,2,1844,388,1488,RVF-CAT-UNREL,VOW,PERISH,no,"['0', '0', '0', '0', '0', '0']",285,5.42,13.02,8.68,8.31,5.25,13.24,9.42,11.14,11.44
0,1,1,217,2,217,433,1533,RVF-CAT-UNREL,INFERNO,DRAMA,no,"['0', '0', '0', '0', '0', '0']",286,3.66,1.11,-2.12,7.45,8.12,6.67,11.68,12.05,16.49
1,2,3,212,2,1312,424,1524,RVF-CAT-UNREL,HEAL,FORE,no,"['0', '0', '0', '0', '0', '0']",286,7.49,1.16,5.37,7.55,0.14,-5.52,0.46,-2.09,-7.79
2,3,1,433,4,433,865,1965,RVF-CAT-UNREL,HAZE,BRAWL,no,"['0', '0', '0', '0', '0', '0']",286,-28.2,-24.59,-27.23,-23.77,-22.87,-21.25,-19.78,-16.88,-16.09
3,4,2,139,2,689,277,1377,RVF-CAT-UNREL,MARRY,SOIL,no,"['0', '0', '0', '0', '0', '0']",286,6.8,4.56,10.53,-0.98,2.79,-0.91,-1.86,-4.87,-5.62
4,5,2,139,2,689,277,1377,RVF-CAT-UNREL,MARRY,SOIL,no,"['0', '0', '0', '0', '0', '0']",286,-0.17,1.1,2.01,4.04,-1.29,1.58,1.74,2,0.37
5,6,4,213,2,1863,426,1526,RVF-CAT-UNREL,FLAME,BLADE,no,"['0', '0', '0', '0', '0', '0']",286,0,0,0,0,0,0,0,0,0
6,8,4,300,3,1950,600,1700,RVF-CAT-UNREL,SOOT,PANE,no,"['0', '0', '0', '0', '0', '0']",286,4.88,4.71,7.64,7.3,2.93,1.81,3.32,2.62,-1.02
7,9,3,212,2,1312,424,1524,RVF-CAT-UNREL,HEAL,FORE,no,"['0', '0', '0', '0', '0', '0']",286,7.42,9.35,10.33,14.32,11.39,7.27,8.73,10.03,14.01
8,10,2,139,2,689,277,1377,RVF-CAT-UNREL,MARRY,SOIL,no,"['0', '0', '0', '0', '0', '0']",286,11.03,10.42,9.02,8.31,9.06,7.82,7.24,7.59,2.31
9,11,2,368,4,918,735,1835,LVF-CAT-UNREL,DEPOSIT,CELL,no,"['0', '0', '0', '0', '0', '0']",286,10.02,5.26,10.08,3.34,3.71,3.9,-1.49,-1.66,-4.12
10,12,3,384,4,1484,768,1868,RVF-CAT-UNREL,NEWS,RIDE,no,"['0', '0', '0', '0', '0', '0']",286,13.06,10.14,17.82,13.18,9.95,10.25,13.54,9.62,5.34
11,13,2,139,2,689,277,1377,RVF-CAT-UNREL,MARRY,SOIL,no,"['0', '0', '0', '0', '0', '0']",286,-0.81,-2.28,-2.08,6.9,0.41,4.28,7.23,14.98,17.75
12,14,1,217,2,217,433,1533,RVF-CAT-UNREL,INFERNO,DRAMA,no,"['0', '0', '0', '0', '0', '0']",286,9.95,10.84,13.31,11.8,7.94,6.95,11.33,10.53,5.6
13,15,1,217,2,217,433,1533,RVF-CAT-UNREL,INFERNO,DRAMA,no,"['0', '0', '0', '0', '0', '0']",286,-5.93,2.22,-1.54,1.83,-8.25,1.86,-2.56,2.46,5.05
14,16,2,181,2,731,361,1461,RVF-CAT-UNREL,HABIT,LEAN,no,"['0', '0', '0', '0', '0', '0']",286,33.27,33.21,40.07,31.11,24.61,24.71,23.75,25.21,14.41
15,17,2,139,2,689,277,1377,RVF-CAT-UNREL,MARRY,SOIL,no,"['0', '0', '0', '0', '0', '0']",286,0,0,0,0,0,0,0,0,0
16,18,3,212,2,1312,424,1524,RVF-CAT-UNREL,HEAL,FORE,no,"['0', '0', '0', '0', '0', '0']",286,-1.18,6.6,8.63,1.46,-6.27,4.84,-2.5,1.76,-6.34
17,19,3,212,2,1312,424,1524,RVF-CAT-UNREL,HEAL,FORE,no,"['0', '0', '0', '0', '0', '0']",286,12.23,20.5,9.84,13.44,-2.17,8.1,5.42,7.05,2.32
18,20,1,217,2,217,433,1533,RVF-CAT-UNREL,INFERNO,DRAMA,no,"['0', '0', '0', '0', '0', '0']",286,0,0,0,0,0,0,0,0,0
19,21,4,194,2,1844,388,1488,RVF-CAT-UNREL,VOW,PERISH,no,"['0', '0', '0', '0', '0', '0']",286,0,0,0,0,0,0,0,0,0
20,22,4,194,2,1844,388,1488,RVF-CAT-UNREL,VOW,PERISH,no,"['0', '0', '0', '0', '0', '0']",286,6.61,13.88,21.03,13.65,-6.86,5.78,3.24,4.45,4.37
21,23,1,217,2,217,433,1533,RVF-CAT-UNREL,INFERNO,DRAMA,no,"['0', '0', '0', '0', '0', '0']",286,4.93,3.76,5.59,2.23,4.56,2.37,0.65,1.47,-2.66
22,24,4,208,2,1858,416,1516,RVF-CAT-UNREL,MARRY,SOIL,no,"['0', '0', '0', '0', '0', '0']",286,7.35,8.25,9.43,11.43,8.03,6.79,10.7,10.26,6.98
0,1,1,233,3,233,465,1565,RVF-CAT-UNREL,ETERNITY,REAP,no,"['0', '0', '0', '0', '0', '0']",287,2.99,-3.61,-3.58,-2.85,2.33,-1.18,1.64,0.92,5.3
1,2,3,218,2,1318,436,1536,RVF-CAT-UNREL,POUCH,PRAYER,no,"['0', '0', '0', '0', '0', '0']",287,4.13,-4.08,-10.19,-4.72,-2.61,-1.35,0.7,-0.29,-6.77
2,3,1,445,5,445,889,1989,RVF-CAT-UNREL,STUMP,VISITOR,no,"['0', '0', '0', '0', '0', '0']",287,0,0,0,0,0,0,0,0,0
3,4,2,181,2,731,361,1461,RVF-CAT-UNREL,HABIT,LEAN,no,"['0', '0', '0', '0', '0', '0']",287,-2.1,-1.29,-5.17,-6.12,-0.65,1.44,-3.81,-3.21,-5.23
4,5,2,181,2,731,361,1461,RVF-CAT-UNREL,HABIT,LEAN,no,"['0', '0', '0', '0', '0', '0']",287,10.52,8.26,10.09,4.55,9.01,1.06,3.77,-1.28,0.89
5,6,4,223,3,1873,446,1546,RVF-CAT-UNREL,BIT,FIGURE,no,"['0', '0', '0', '0', '0', '0']",287,0,0,0,0,0,0,0,0,0
6,8,4,313,3,1963,626,1726,RVF-CAT-UNREL,HABIT,LEAN,no,"['0', '0', '0', '0', '0', '0']",287,-17.64,-15.8,-15.83,-16.56,-17.09,-15.39,-18.89,-15.43,-11.37
7,9,3,218,2,1318,436,1536,RVF-CAT-UNREL,POUCH,PRAYER,no,"['0', '0', '0', '0', '0', '0']",287,0,0,0,0,0,0,0,0,0
8,10,2,181,2,731,361,1461,RVF-CAT-UNREL,HABIT,LEAN,no,"['0', '0', '0', '0', '0', '0']",287,0,0,0,0,0,0,0,0,0
9,11,2,381,4,931,761,1861,LVF-CAT-UNREL,MAROON,DEGREE,no,"['0', '0', '0', '0', '0', '0']",287,0.7,4.17,0.9,3.36,-0.77,8.09,3.37,5.56,6.72
10,12,3,388,4,1488,776,1876,RVF-CAT-UNREL,BUREAU,UNION,no,"['0', '0', '0', '0', '0', '0']",287,15.29,8.78,10.82,11.8,12.7,6.56,15.56,7.18,10.57
11,13,2,181,2,731,361,1461,RVF-CAT-UNREL,HABIT,LEAN,no,"['0', '0', '0', '0', '0', '0']",287,3.12,3.21,-3.07,4.35,0.1,4.86,5.16,3.9,2.89
12,14,1,233,3,233,465,1565,RVF-CAT-UNREL,ETERNITY,REAP,no,"['0', '0', '0', '0', '0', '0']",287,-5.47,-4.03,-5.53,-4.81,-4.32,-5.6,-5.59,-2.78,-5.16
13,15,1,233,3,233,465,1565,RVF-CAT-UNREL,ETERNITY,REAP,no,"['0', '0', '0', '0', '0', '0']",287,4.38,0.53,0.64,5.35,-1.04,1.8,4.53,5.08,2.56
14,16,2,196,2,746,391,1491,RVF-CAT-UNREL,ACHE,HYMN,no,"['0', '0', '0', '0', '0', '0']",287,0,0,0,0,0,0,0,0,0
15,17,2,181,2,731,361,1461,RVF-CAT-UNREL,HABIT,LEAN,no,"['0', '0', '0', '0', '0', '0']",287,0,0,0,0,0,0,0,0,0
16,18,3,218,2,1318,436,1536,RVF-CAT-UNREL,POUCH,PRAYER,no,"['0', '0', '0', '0', '0', '0']",287,19.99,16.32,21.15,14.59,14.17,8.83,10.87,8.2,-0.68
17,19,3,218,2,1318,436,1536,RVF-CAT-UNREL,POUCH,PRAYER,no,"['0', '0', '0', '0', '0', '0']",287,0,0,0,0,0,0,0,0,0
18,20,1,233,3,233,465,1565,RVF-CAT-UNREL,ETERNITY,REAP,no,"['0', '0', '0', '0', '0', '0']",287,-13.78,-12.58,-15.53,-12.75,-10.69,-7.6,-11.99,-10.33,-12.89
19,21,4,208,2,1858,416,1516,RVF-CAT-UNREL,MARRY,SOIL,no,"['0', '0', '0', '0', '0', '0']",287,0,0,0,0,0,0,0,0,0
20,22,4,208,2,1858,416,1516,RVF-CAT-UNREL,MARRY,SOIL,no,"['0', '0', '0', '0', '0', '0']",287,3.32,-5.47,9.6,-2.76,2.96,-5.2,-0.66,-1.64,1.49
21,23,1,233,3,233,465,1565,RVF-CAT-UNREL,ETERNITY,REAP,no,"['0', '0', '0', '0', '0', '0']",287,-4.35,-4.18,5.34,-11.22,-10.06,-15.55,-17.64,-21.91,-19.25
22,24,4,213,2,1863,426,1526,RVF-CAT-UNREL,FLAME,BLADE,no,"['0', '0', '0', '0', '0', '0']",287,-12.16,-12.61,-12.57,-9.51,-10.79,-9.61,-7.76,-8.97,-3.35
0,1,1,258,3,258,515,1615,RVF-CAT-UNREL,STOCKING,BANG,no,"['0', '0', '0', '0', '0', '0']",288,27.31,29.66,28.53,26.01,18.85,20.47,18.38,19.39,11.26
1,2,3,219,2,1319,438,1538,RVF-CAT-UNREL,HAZE,BRAWL,no,"['0', '0', '0', '0', '0', '0']",288,6.72,9.53,8.27,11.15,-1.18,8.3,3.83,8.06,6.02
2,3,1,450,5,450,899,1999,RVF-CAT-UNREL,RELIEF,TREATMENT,no,"['0', '0', '0', '0', '0', '0']",288,0,0,0,0,0,0,0,0,0
3,4,2,196,2,746,391,1491,RVF-CAT-UNREL,ACHE,HYMN,no,"['0', '0', '0', '0', '0', '0']",288,8.69,3.81,10.29,4.91,4.05,-4.2,2.66,-0.34,4.85
4,5,2,196,2,746,391,1491,RVF-CAT-UNREL,ACHE,HYMN,no,"['0', '0', '0', '0', '0', '0']",288,1.69,1.07,-1.87,-0.27,2.85,-0.27,3.01,2.54,8.03
5,6,4,251,3,1901,502,1602,RVF-CAT-UNREL,REWARD,WEIGHT,no,"['0', '0', '0', '0', '0', '0']",288,-0.08,-1.66,-3.42,2.68,2.4,6.71,8.99,11.98,13.9
6,8,4,323,3,1973,646,1746,RVF-CAT-UNREL,RATTLE,MONSOON,no,"['0', '0', '0', '0', '0', '0']",288,-1.5,-3.13,2.95,-0.22,-5.95,-3.89,-3.75,-1.03,-0.27
7,9,3,219,2,1319,438,1538,RVF-CAT-UNREL,HAZE,BRAWL,no,"['0', '0', '0', '0', '0', '0']",288,-5.25,-5.04,0.36,-0.1,2.69,-5.38,5.96,-1.71,0.79
